case_id,resource,role,activity,start_time,end_time,enabled_time,age,priority
690,Clerk-000003,Clerk,Check credit history,2023-04-11T10:33:06.113,2023-04-11T10:36:56.173,2023-04-11T10:33:06.113,43,high
690,AML Investigator-000001,AML Investigator,AML check,2023-04-11T10:33:06.113,2023-04-11T10:41:17.906,2023-04-11T10:33:06.113,55,high
688,Clerk-000008,Clerk,Check credit history,2023-04-11T09:02:51.951,2023-04-11T10:41:34.368,2023-04-11T09:02:51.951,62,medium
686,Clerk-000007,Clerk,Reject application,2023-04-11T10:38:02.199,2023-04-11T10:48:02.199,2023-04-11T10:38:02.199,54,low
689,Loan Officer-000002,Loan Officer,Assess loan risk,2023-04-11T10:34:16.028,2023-04-11T10:54:16.028,2023-04-11T10:34:16.028,29,medium
688,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-11T10:41:34.368,2023-04-11T11:01:34.368,2023-04-11T10:41:34.368,37,medium
692,Clerk-000004,Clerk,Check application form completeness,2023-04-11T11:00:00.000,2023-04-11T11:05:48.961,2023-04-11T11:00:00.000,39,medium
691,Clerk-000001,Clerk,Check application form completeness,2023-04-11T10:30:00.000,2023-04-11T11:08:45.164,2023-04-11T10:30:00.000,40,low
692,AML Investigator-000002,AML Investigator,AML check,2023-04-11T11:05:48.961,2023-04-11T11:08:58.417,2023-04-11T11:05:48.961,52,medium
690,Appraiser-000001,Appraiser,Appraise property,2023-04-11T10:33:06.113,2023-04-11T11:09:55.615,2023-04-11T10:33:06.113,53,high
689,Loan Officer-000004,Loan Officer,Design loan offer,2023-04-11T10:54:16.028,2023-04-11T11:12:13.750,2023-04-11T10:54:16.028,19,medium
690,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-11T11:09:55.615,2023-04-11T11:29:55.615,2023-04-11T11:09:55.615,64,high
692,Clerk-000006,Clerk,Check credit history,2023-04-11T11:05:48.961,2023-04-11T11:30:48.228,2023-04-11T11:05:48.961,25,medium
689,Senior Officer-000001,Senior Officer,Approve loan offer,2023-04-11T11:12:13.750,2023-04-11T11:32:13.750,2023-04-11T11:12:13.750,28,medium
691,AML Investigator-000001,AML Investigator,AML check,2023-04-11T11:08:45.164,2023-04-11T11:33:27.358,2023-04-11T11:08:45.164,36,low
691,Clerk-000005,Clerk,Check credit history,2023-04-11T11:08:45.164,2023-04-11T11:34:38.869,2023-04-11T11:08:45.164,27,low
690,Loan Officer-000002,Loan Officer,Design loan offer,2023-04-11T11:29:55.615,2023-04-11T11:38:36.685,2023-04-11T11:29:55.615,46,high
687,Clerk-000002,Clerk,Reject application,2023-04-11T11:29:51.476,2023-04-11T11:39:51.476,2023-04-11T11:29:51.476,18,medium
691,Appraiser-000001,Appraiser,Appraise property,2023-04-11T11:09:55.615,2023-04-11T11:40:32.142,2023-04-11T11:08:45.164,51,low
693,Clerk-000003,Clerk,Check application form completeness,2023-04-11T11:30:00.000,2023-04-11T11:53:36.597,2023-04-11T11:30:00.000,24,low
693,AML Investigator-000002,AML Investigator,AML check,2023-04-11T11:53:36.597,2023-04-11T11:53:46.753,2023-04-11T11:53:36.597,36,low
690,Senior Officer-000002,Senior Officer,Approve loan offer,2023-04-11T11:38:36.685,2023-04-11T11:58:36.685,2023-04-11T11:38:36.685,52,high
691,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-11T11:40:32.142,2023-04-11T12:00:32.142,2023-04-11T11:40:32.142,49,low
692,Appraiser-000002,Appraiser,Appraise property,2023-04-11T11:05:48.961,2023-04-11T12:02:53.484,2023-04-11T11:05:48.961,64,medium
688,Clerk-000004,Clerk,Reject application,2023-04-11T12:01:34.368,2023-04-11T12:11:34.368,2023-04-11T12:01:34.368,21,medium
692,Loan Officer-000004,Loan Officer,Assess loan risk,2023-04-11T12:02:53.484,2023-04-11T12:22:53.484,2023-04-11T12:02:53.484,47,medium
694,Clerk-000007,Clerk,Check application form completeness,2023-04-11T12:00:00.000,2023-04-11T12:28:49.999,2023-04-11T12:00:00.000,38,medium
694,AML Investigator-000001,AML Investigator,AML check,2023-04-11T12:28:49.999,2023-04-11T12:32:46.789,2023-04-11T12:28:49.999,65,medium
693,Appraiser-000001,Appraiser,Appraise property,2023-04-11T11:53:36.597,2023-04-11T12:33:09.553,2023-04-11T11:53:36.597,45,low
689,Clerk-000005,Clerk,Approve application,2023-04-11T12:32:13.750,2023-04-11T12:37:13.750,2023-04-11T12:32:13.750,65,medium
694,Appraiser-000002,Appraiser,Appraise property,2023-04-11T12:28:49.999,2023-04-11T12:59:42.117,2023-04-11T12:28:49.999,64,medium
693,Clerk-000008,Clerk,Check credit history,2023-04-11T11:53:36.597,2023-04-11T13:00:54.808,2023-04-11T11:53:36.597,32,low
690,Clerk-000002,Clerk,Cancel application,2023-04-11T12:58:36.685,2023-04-11T13:03:36.685,2023-04-11T12:58:36.685,30,high
694,Clerk-000001,Clerk,Check credit history,2023-04-11T12:28:49.999,2023-04-11T13:10:03.544,2023-04-11T12:28:49.999,61,medium
691,Clerk-000004,Clerk,Reject application,2023-04-11T13:00:32.142,2023-04-11T13:10:32.142,2023-04-11T13:00:32.142,64,low
693,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-11T13:00:54.808,2023-04-11T13:20:54.808,2023-04-11T13:00:54.808,28,low
694,Loan Officer-000002,Loan Officer,Assess loan risk,2023-04-11T13:10:03.544,2023-04-11T13:30:03.544,2023-04-11T13:10:03.544,50,medium
695,Clerk-000006,Clerk,Check application form completeness,2023-04-11T12:30:00.000,2023-04-11T13:32:49.815,2023-04-11T12:30:00.000,37,high
692,Clerk-000007,Clerk,Reject application,2023-04-11T13:22:53.484,2023-04-11T13:32:53.484,2023-04-11T13:22:53.484,56,medium
695,Clerk-000008,Clerk,Check credit history,2023-04-11T13:32:49.815,2023-04-11T13:33:14.638,2023-04-11T13:32:49.815,54,high
695,AML Investigator-000002,AML Investigator,AML check,2023-04-11T13:32:49.815,2023-04-11T13:37:30.413,2023-04-11T13:32:49.815,50,high
695,Appraiser-000001,Appraiser,Appraise property,2023-04-11T13:32:49.815,2023-04-11T14:03:48.838,2023-04-11T13:32:49.815,51,high
697,Clerk-000005,Clerk,Check application form completeness,2023-04-11T13:30:00.000,2023-04-11T14:07:24.474,2023-04-11T13:30:00.000,26,high
697,Appraiser-000002,Appraiser,Appraise property,2023-04-11T14:07:24.474,2023-04-11T14:16:22.272,2023-04-11T14:07:24.474,54,high
696,Clerk-000003,Clerk,Check application form completeness,2023-04-11T13:00:00.000,2023-04-11T14:18:07.964,2023-04-11T13:00:00.000,62,high
696,Appraiser-000001,Appraiser,Appraise property,2023-04-11T14:18:07.964,2023-04-11T14:21:53.152,2023-04-11T14:18:07.964,54,high
695,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-11T14:03:48.838,2023-04-11T14:23:48.838,2023-04-11T14:03:48.838,46,high
698,Clerk-000002,Clerk,Check application form completeness,2023-04-11T14:00:00.000,2023-04-11T14:23:57.426,2023-04-11T14:00:00.000,58,high
698,Clerk-000007,Clerk,Check credit history,2023-04-11T14:23:57.426,2023-04-11T14:24:41.527,2023-04-11T14:23:57.426,18,high
693,Clerk-000006,Clerk,Reject application,2023-04-11T14:20:54.808,2023-04-11T14:30:54.808,2023-04-11T14:20:54.808,52,low
697,Clerk-000001,Clerk,Check credit history,2023-04-11T14:07:24.474,2023-04-11T14:31:40.141,2023-04-11T14:07:24.474,32,high
699,Clerk-000008,Clerk,Check application form completeness,2023-04-11T14:30:00.000,2023-04-11T14:31:48.717,2023-04-11T14:30:00.000,20,medium
698,Appraiser-000002,Appraiser,Appraise property,2023-04-11T14:23:57.426,2023-04-11T14:32:34.252,2023-04-11T14:23:57.426,52,high
694,Clerk-000005,Clerk,Reject application,2023-04-11T14:30:03.544,2023-04-11T14:40:03.544,2023-04-11T14:30:03.544,55,medium
696,AML Investigator-000002,AML Investigator,AML check,2023-04-11T14:18:07.964,2023-04-11T14:48:53.148,2023-04-11T14:18:07.964,35,high
696,Clerk-000004,Clerk,Check credit history,2023-04-11T14:18:07.964,2023-04-11T14:52:12.718,2023-04-11T14:18:07.964,32,high
698,AML Investigator-000002,AML Investigator,AML check,2023-04-11T14:48:53.148,2023-04-11T14:58:52.804,2023-04-11T14:23:57.426,43,high
697,AML Investigator-000001,AML Investigator,AML check,2023-04-11T14:07:24.474,2023-04-11T15:00:54.050,2023-04-11T14:07:24.474,53,high
700,Clerk-000002,Clerk,Check application form completeness,2023-04-11T15:00:00.000,2023-04-11T15:03:42.197,2023-04-11T15:00:00.000,19,low
699,AML Investigator-000002,AML Investigator,AML check,2023-04-11T14:58:52.804,2023-04-11T15:06:03.493,2023-04-11T14:31:48.717,62,medium
700,Clerk-000007,Clerk,Return application back to applicant,2023-04-11T15:03:42.197,2023-04-11T15:08:42.197,2023-04-11T15:03:42.197,49,low
696,Loan Officer-000004,Loan Officer,Assess loan risk,2023-04-11T14:52:12.718,2023-04-11T15:12:12.718,2023-04-11T14:52:12.718,20,high
699,Clerk-000003,Clerk,Check credit history,2023-04-11T14:31:48.717,2023-04-11T15:16:11.506,2023-04-11T14:31:48.717,38,medium
698,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-11T14:58:52.804,2023-04-11T15:18:52.804,2023-04-11T14:58:52.804,61,high
696,Loan Officer-000003,Loan Officer,Design loan offer,2023-04-11T15:12:12.718,2023-04-11T15:20:30.341,2023-04-11T15:12:12.718,24,high
697,Loan Officer-000002,Loan Officer,Assess loan risk,2023-04-11T15:00:54.050,2023-04-11T15:20:54.050,2023-04-11T15:00:54.050,24,high
697,Loan Officer-000004,Loan Officer,Design loan offer,2023-04-11T15:20:54.050,2023-04-11T15:21:13.026,2023-04-11T15:20:54.050,26,high
695,Clerk-000006,Clerk,Reject application,2023-04-11T15:23:48.838,2023-04-11T15:33:48.838,2023-04-11T15:23:48.838,48,high
701,Clerk-000001,Clerk,Check application form completeness,2023-04-11T15:30:00.000,2023-04-11T15:35:35.604,2023-04-11T15:30:00.000,27,high
699,Appraiser-000001,Appraiser,Appraise property,2023-04-11T14:31:48.717,2023-04-11T15:35:58.558,2023-04-11T14:31:48.717,37,medium
696,Senior Officer-000001,Senior Officer,Approve loan offer,2023-04-11T15:20:30.341,2023-04-11T15:40:30.341,2023-04-11T15:20:30.341,34,high
701,Clerk-000008,Clerk,Return application back to applicant,2023-04-11T15:35:35.604,2023-04-11T15:40:35.604,2023-04-11T15:35:35.604,26,high
697,Senior Officer-000002,Senior Officer,Approve loan offer,2023-04-11T15:21:13.026,2023-04-11T15:41:13.026,2023-04-11T15:21:13.026,45,high
699,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-11T15:35:58.558,2023-04-11T15:55:58.558,2023-04-11T15:35:58.558,37,medium
696,Clerk-000002,Clerk,Cancel application,2023-04-12T08:00:00.000,2023-04-12T08:05:00.000,2023-04-11T16:40:30.341,62,high
697,Clerk-000007,Clerk,Cancel application,2023-04-12T08:00:00.000,2023-04-12T08:05:00.000,2023-04-11T16:41:13.026,48,high
700,Applicant-000001,Applicant,Applicant completes form,2023-04-11T15:08:42.197,2023-04-12T08:08:42.197,2023-04-11T15:08:42.197,18,low
698,Clerk-000004,Clerk,Reject application,2023-04-12T08:00:00.000,2023-04-12T08:10:00.000,2023-04-11T16:18:52.804,48,high
699,Clerk-000003,Clerk,Reject application,2023-04-12T08:00:00.000,2023-04-12T08:10:00.000,2023-04-11T16:55:58.558,48,medium
703,Clerk-000001,Clerk,Check application form completeness,2023-04-12T08:30:00.000,2023-04-12T08:44:02.752,2023-04-12T08:30:00.000,25,low
703,Clerk-000008,Clerk,Check credit history,2023-04-12T08:44:02.752,2023-04-12T08:51:03.869,2023-04-12T08:44:02.752,31,low
701,Applicant-000001,Applicant,Applicant completes form,2023-04-12T08:08:42.197,2023-04-12T09:08:42.197,2023-04-11T15:40:35.604,40,high
700,Clerk-000006,Clerk,Check application form completeness,2023-04-12T08:08:42.197,2023-04-12T09:11:24.628,2023-04-12T08:08:42.197,21,low
701,Clerk-000007,Clerk,Check application form completeness,2023-04-12T09:08:42.197,2023-04-12T09:11:57.433,2023-04-12T09:08:42.197,37,high
704,Clerk-000002,Clerk,Check application form completeness,2023-04-12T09:00:00.000,2023-04-12T09:13:26.065,2023-04-12T09:00:00.000,59,low
703,Appraiser-000002,Appraiser,Appraise property,2023-04-12T08:44:02.752,2023-04-12T09:13:52.438,2023-04-12T08:44:02.752,33,low
700,Clerk-000004,Clerk,Return application back to applicant,2023-04-12T09:11:24.628,2023-04-12T09:16:24.628,2023-04-12T09:11:24.628,53,low
702,Clerk-000005,Clerk,Check application form completeness,2023-04-12T08:00:00.000,2023-04-12T09:18:45.396,2023-04-11T16:00:00.000,21,high
701,Clerk-000003,Clerk,Check credit history,2023-04-12T09:11:57.433,2023-04-12T09:25:06.727,2023-04-12T09:11:57.433,20,high
703,AML Investigator-000001,AML Investigator,AML check,2023-04-12T08:44:02.752,2023-04-12T09:29:49.934,2023-04-12T08:44:02.752,57,low
702,AML Investigator-000001,AML Investigator,AML check,2023-04-12T09:29:49.934,2023-04-12T09:34:26.786,2023-04-12T09:18:45.396,64,high
701,Appraiser-000001,Appraiser,Appraise property,2023-04-12T09:11:57.433,2023-04-12T09:37:03.012,2023-04-12T09:11:57.433,46,high
703,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-12T09:29:49.934,2023-04-12T09:49:49.934,2023-04-12T09:29:49.934,60,low
704,AML Investigator-000001,AML Investigator,AML check,2023-04-12T09:34:26.786,2023-04-12T09:54:29.795,2023-04-12T09:13:26.065,34,low
702,Clerk-000008,Clerk,Check credit history,2023-04-12T09:18:45.396,2023-04-12T09:55:58.606,2023-04-12T09:18:45.396,36,high
705,Clerk-000006,Clerk,Check application form completeness,2023-04-12T09:30:00.000,2023-04-12T09:59:08.456,2023-04-12T09:30:00.000,51,high
704,Appraiser-000002,Appraiser,Appraise property,2023-04-12T09:13:52.438,2023-04-12T09:59:44.943,2023-04-12T09:13:26.065,65,low
705,Appraiser-000002,Appraiser,Appraise property,2023-04-12T09:59:44.943,2023-04-12T09:59:47.325,2023-04-12T09:59:08.456,62,high
704,Clerk-000001,Clerk,Check credit history,2023-04-12T09:13:26.065,2023-04-12T10:00:01.370,2023-04-12T09:13:26.065,24,low
703,Loan Officer-000002,Loan Officer,Design loan offer,2023-04-12T09:49:49.934,2023-04-12T10:00:42.985,2023-04-12T09:49:49.934,48,low
705,AML Investigator-000001,AML Investigator,AML check,2023-04-12T09:59:08.456,2023-04-12T10:04:48.567,2023-04-12T09:59:08.456,40,high
700,Applicant-000001,Applicant,Applicant completes form,2023-04-12T09:16:24.628,2023-04-12T10:16:24.628,2023-04-12T09:16:24.628,25,low
704,Loan Officer-000004,Loan Officer,Assess loan risk,2023-04-12T10:00:01.370,2023-04-12T10:20:01.370,2023-04-12T10:00:01.370,28,low
703,Senior Officer-000001,Senior Officer,Approve loan offer,2023-04-12T10:00:42.985,2023-04-12T10:20:42.985,2023-04-12T10:00:42.985,21,low
706,Clerk-000002,Clerk,Check application form completeness,2023-04-12T10:00:00.000,2023-04-12T10:22:53.098,2023-04-12T10:00:00.000,46,high
706,Clerk-000005,Clerk,Check credit history,2023-04-12T10:22:53.098,2023-04-12T10:24:34.918,2023-04-12T10:22:53.098,23,high
702,Appraiser-000001,Appraiser,Appraise property,2023-04-12T09:37:03.012,2023-04-12T10:27:01.758,2023-04-12T09:18:45.396,42,high
706,Appraiser-000002,Appraiser,Appraise property,2023-04-12T10:22:53.098,2023-04-12T10:29:15.071,2023-04-12T10:22:53.098,57,high
700,Clerk-000004,Clerk,Check application form completeness,2023-04-12T10:16:24.628,2023-04-12T10:41:36.409,2023-04-12T10:16:24.628,61,low
707,Clerk-000003,Clerk,Check application form completeness,2023-04-12T10:30:00.000,2023-04-12T10:43:21.314,2023-04-12T10:30:00.000,37,high
700,Clerk-000008,Clerk,Return application back to applicant,2023-04-12T10:41:36.409,2023-04-12T10:46:36.409,2023-04-12T10:41:36.409,23,low
702,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-12T10:27:01.758,2023-04-12T10:47:01.758,2023-04-12T10:27:01.758,44,high
701,AML Investigator-000002,AML Investigator,AML check,2023-04-12T09:11:57.433,2023-04-12T10:54:12.048,2023-04-12T09:11:57.433,29,high
707,Clerk-000006,Clerk,Check credit history,2023-04-12T10:43:21.314,2023-04-12T11:02:35.504,2023-04-12T10:43:21.314,47,high
708,Clerk-000001,Clerk,Check application form completeness,2023-04-12T11:00:00.000,2023-04-12T11:06:11.284,2023-04-12T11:00:00.000,58,high
708,Appraiser-000002,Appraiser,Appraise property,2023-04-12T11:06:11.284,2023-04-12T11:10:32.481,2023-04-12T11:06:11.284,20,high
707,AML Investigator-000002,AML Investigator,AML check,2023-04-12T10:54:12.048,2023-04-12T11:12:27.625,2023-04-12T10:43:21.314,62,high
701,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-12T10:54:12.048,2023-04-12T11:14:12.048,2023-04-12T10:54:12.048,58,high
703,Clerk-000004,Clerk,Approve application,2023-04-12T11:20:42.985,2023-04-12T11:25:42.985,2023-04-12T11:20:42.985,38,low
708,AML Investigator-000002,AML Investigator,AML check,2023-04-12T11:12:27.625,2023-04-12T11:29:05.009,2023-04-12T11:06:11.284,40,high
704,Clerk-000005,Clerk,Reject application,2023-04-12T11:20:01.370,2023-04-12T11:30:01.370,2023-04-12T11:20:01.370,39,low
701,Loan Officer-000002,Loan Officer,Design loan offer,2023-04-12T11:14:12.048,2023-04-12T11:34:24.176,2023-04-12T11:14:12.048,18,high
707,Appraiser-000001,Appraiser,Appraise property,2023-04-12T10:43:21.314,2023-04-12T11:36:47.626,2023-04-12T10:43:21.314,39,high
705,Clerk-000007,Clerk,Check credit history,2023-04-12T09:59:08.456,2023-04-12T11:38:16.982,2023-04-12T09:59:08.456,56,high
708,Clerk-000002,Clerk,Check credit history,2023-04-12T11:06:11.284,2023-04-12T11:39:16.245,2023-04-12T11:06:11.284,32,high
700,Applicant-000001,Applicant,Applicant completes form,2023-04-12T10:46:36.409,2023-04-12T11:46:36.409,2023-04-12T10:46:36.409,24,low
709,Clerk-000003,Clerk,Check application form completeness,2023-04-12T11:30:00.000,2023-04-12T11:49:02.876,2023-04-12T11:30:00.000,39,low
701,Senior Officer-000002,Senior Officer,Approve loan offer,2023-04-12T11:34:24.176,2023-04-12T11:54:24.176,2023-04-12T11:34:24.176,52,high
700,Clerk-000008,Clerk,Check application form completeness,2023-04-12T11:46:36.409,2023-04-12T11:55:57.772,2023-04-12T11:46:36.409,25,low
707,Loan Officer-000004,Loan Officer,Assess loan risk,2023-04-12T11:36:47.626,2023-04-12T11:56:47.626,2023-04-12T11:36:47.626,20,high
709,Clerk-000001,Clerk,Check credit history,2023-04-12T11:49:02.876,2023-04-12T11:56:51.538,2023-04-12T11:49:02.876,47,low
702,Clerk-000006,Clerk,Reject application,2023-04-12T11:47:01.758,2023-04-12T11:57:01.758,2023-04-12T11:47:01.758,45,high
705,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-12T11:38:16.982,2023-04-12T11:58:16.982,2023-04-12T11:38:16.982,55,high
708,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-12T11:39:16.245,2023-04-12T11:59:16.245,2023-04-12T11:39:16.245,60,high
708,Loan Officer-000001,Loan Officer,Design loan offer,2023-04-12T11:59:16.245,2023-04-12T11:59:54.985,2023-04-12T11:59:16.245,49,high
700,Clerk-000004,Clerk,Check credit history,2023-04-12T11:55:57.772,2023-04-12T12:05:01.938,2023-04-12T11:55:57.772,45,low
705,Loan Officer-000004,Loan Officer,Design loan offer,2023-04-12T11:58:16.982,2023-04-12T12:09:32.381,2023-04-12T11:58:16.982,30,high
700,Appraiser-000001,Appraiser,Appraise property,2023-04-12T11:55:57.772,2023-04-12T12:10:52.782,2023-04-12T11:55:57.772,30,low
707,Loan Officer-000002,Loan Officer,Design loan offer,2023-04-12T11:56:47.626,2023-04-12T12:15:40.338,2023-04-12T11:56:47.626,22,high
708,Senior Officer-000001,Senior Officer,Approve loan offer,2023-04-12T11:59:54.985,2023-04-12T12:19:54.985,2023-04-12T11:59:54.985,59,high
710,Clerk-000005,Clerk,Check application form completeness,2023-04-12T12:00:00.000,2023-04-12T12:28:07.473,2023-04-12T12:00:00.000,23,low
709,Appraiser-000002,Appraiser,Appraise property,2023-04-12T11:49:02.876,2023-04-12T12:29:09.770,2023-04-12T11:49:02.876,43,low
705,Senior Officer-000002,Senior Officer,Approve loan offer,2023-04-12T12:09:32.381,2023-04-12T12:29:32.381,2023-04-12T12:09:32.381,48,high
706,AML Investigator-000001,AML Investigator,AML check,2023-04-12T10:22:53.098,2023-04-12T12:30:14.490,2023-04-12T10:22:53.098,47,high
710,Clerk-000007,Clerk,Check credit history,2023-04-12T12:28:07.473,2023-04-12T12:33:04.614,2023-04-12T12:28:07.473,58,low
707,Senior Officer-000001,Senior Officer,Approve loan offer,2023-04-12T12:19:54.985,2023-04-12T12:39:54.985,2023-04-12T12:15:40.338,23,high
700,AML Investigator-000001,AML Investigator,AML check,2023-04-12T12:30:14.490,2023-04-12T12:48:39.997,2023-04-12T11:55:57.772,22,low
706,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-12T12:30:14.490,2023-04-12T12:50:14.490,2023-04-12T12:30:14.490,34,high
710,AML Investigator-000001,AML Investigator,AML check,2023-04-12T12:48:39.997,2023-04-12T12:51:34.913,2023-04-12T12:28:07.473,27,low
711,Clerk-000002,Clerk,Check application form completeness,2023-04-12T12:30:00.000,2023-04-12T12:58:09.333,2023-04-12T12:30:00.000,39,medium
709,AML Investigator-000002,AML Investigator,AML check,2023-04-12T11:49:02.876,2023-04-12T12:59:22.551,2023-04-12T11:49:02.876,47,low
701,Clerk-000003,Clerk,Cancel application,2023-04-12T12:54:24.176,2023-04-12T12:59:24.176,2023-04-12T12:54:24.176,21,high
710,Appraiser-000001,Appraiser,Appraise property,2023-04-12T12:28:07.473,2023-04-12T12:59:44.930,2023-04-12T12:28:07.473,18,low
711,Appraiser-000002,Appraiser,Appraise property,2023-04-12T12:58:09.333,2023-04-12T13:04:03.581,2023-04-12T12:58:09.333,20,medium
711,AML Investigator-000001,AML Investigator,AML check,2023-04-12T12:58:09.333,2023-04-12T13:04:14.809,2023-04-12T12:58:09.333,40,medium
711,Clerk-000008,Clerk,Check credit history,2023-04-12T12:58:09.333,2023-04-12T13:06:36.704,2023-04-12T12:58:09.333,54,medium
700,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-12T12:48:39.997,2023-04-12T13:08:39.997,2023-04-12T12:48:39.997,36,low
709,Loan Officer-000002,Loan Officer,Assess loan risk,2023-04-12T12:59:22.551,2023-04-12T13:19:22.551,2023-04-12T12:59:22.551,37,low
710,Loan Officer-000003,Loan Officer,Assess loan risk,2023-04-12T12:59:44.930,2023-04-12T13:19:44.930,2023-04-12T12:59:44.930,43,low
710,Loan Officer-000002,Loan Officer,Design loan offer,2023-04-12T13:19:44.930,2023-04-12T13:20:30.785,2023-04-12T13:19:44.930,30,low
708,Clerk-000006,Clerk,Cancel application,2023-04-12T13:19:54.985,2023-04-12T13:24:54.985,2023-04-12T13:19:54.985,35,high
706,Loan Officer-000004,Loan Officer,Design loan offer,2023-04-12T12:50:14.490,2023-04-12T13:27:27.101,2023-04-12T12:50:14.490,19,high
711,Loan Officer-000001,Loan Officer,Assess loan risk,2023-04-12T13:08:39.997,2023-04-12T13:28:39.997,2023-04-12T13:06:36.704,64,medium
705,Clerk-000004,Clerk,Approve application,2023-04-12T13:29:32.381,2023-04-12T13:34:32.381,2023-04-12T13:29:32.381,33,high
710,Senior Officer-000002,Senior Officer,Approve loan offer,2023-04-12T13:20:30.785,2023-04-12T13:40:30.785,2023-04-12T13:20:30.785,39,low
707,Clerk-000007,Clerk,Cancel application,2023-04-12T13:39:54.985,2023-04-12T13:44:54.985,2023-04-12T13:39:54.985,40,high
713,Clerk-000005,Clerk,Check application form completeness,2023-04-12T13:30:00.000,2023-04-12T13:45:28.033,2023-04-12T13:30:00.000,54,low
706,Senior Officer-000001,Senior Officer,Approve loan offer,2023-04-12T13:27:27.101,2023-04-12T13:47:27.101,2023-04-12T13:27:27.101,53,high
711,Loan Officer-000003,Loan Officer,Design loan offer,2023-04-12T13:28:39.997,2023-04-12T13:47:31.292,2023-04-12T13:28:39.997,51,medium
713,Clerk-000002,Clerk,Return application back to applicant,2023-04-12T13:45:28.033,2023-04-12T13:50:28.033,2023-04-12T13:45:28.033,48,low
712,Clerk-000001,Clerk,Check application form completeness,2023-04-12T13:00:00.000,2023-04-12T14:00:50.663,2023-04-12T13:00:00.000,26,medium
711,Senior Officer-000002,Senior Officer,Approve loan offer,2023-04-12T13:47:31.292,2023-04-12T14:07:31.292,2023-04-12T13:47:31.292,42,medium
712,Appraiser-000001,Appraiser,Appraise property,2023-04-12T14:00:50.663,2023-04-12T14:09:15.033,2023-04-12T14:00:50.663,40,medium
700,Clerk-000006,Clerk,Reject application,2023-04-12T14:08:39.997,2023-04-12T14:18:39.997,2023-04-12T14:08:39.997,40,low
712,AML Investigator-000002,AML Investigator,AML check,2023-04-12T14:00:50.663,2023-04-12T14:21:32.891,2023-04-12T14:00:50.663,52,medium
709,Clerk-000004,Clerk,Reject application,2023-04-12T14:19:22.551,2023-04-12T14:29:22.551,2023-04-12T14:19:22.551,45,low
712,Clerk-000008,Clerk,Check credit history,2023-04-12T14:00:50.663,2023-04-12T14:38:42.619,2023-04-12T14:00:50.663,41,medium
715,Clerk-000007,Clerk,Check application form completeness,2023-04-12T14:30:00.000,2023-04-12T14:44:44.627,2023-04-12T14:30:00.000,48,high
710,Clerk-000005,Clerk,Approve application,2023-04-12T14:40:30.785,2023-04-12T14:45:30.785,2023-04-12T14:40:30.785,22,low
715,Clerk-000002,Clerk,Check credit history,2023-04-12T14:44:44.627,2023-04-12T14:48:51.078,2023-04-12T14:44:44.627,20,high
713,Applicant-000001,Applicant,Applicant completes form,2023-04-12T13:50:28.033,2023-04-12T14:50:28.033,2023-04-12T13:50:28.033,47,low
706,Clerk-000001,Clerk,Approve application,2023-04-12T14:47:27.101,2023-04-12T14:52:27.101,2023-04-12T14:47:27.101,60,high
714,Clerk-000003,Clerk,Check application form completeness,2023-04-12T14:00:00.000,2023-04-12T14:52:44.394,2023-04-12T14:00:00.000,33,low
715,Appraiser-000002,Appraiser,Appraise property,2023-04-12T14:44:44.627,2023-04-12T14:55:24.817,2023-04-12T14:44:44.627,22,high
712,Loan Officer-000002,Loan Officer,Assess loan risk,2023-04-12T14:38:42.619,2023-04-12T14:58:42.619,2023-04-12T14:38:42.619,26,medium
714,AML Investigator-000002,AML Investigator,AML check,2023-04-12T14:52:44.394,2023-04-12T15:00:05.937,2023-04-12T14:52:44.394,50,low
716,Clerk-000008,Clerk,Check application form completeness,2023-04-12T15:00:00.000,2023-04-12T15:03:34.183,2023-04-12T15:00:00.000,32,medium
714,Appraiser-000001,Appraiser,Appraise property,2023-04-12T14:52:44.394,2023-04-12T15:03:56.456,2023-04-12T14:52:44.394,65,low
713,Clerk-000006,Clerk,Check application form completeness,2023-04-12T14:50:28.033,2023-04-12T15:07:19.000,2023-04-12T14:50:28.033,56,low
711,Clerk-000002,Clerk,Approve application,2023-04-12T15:07:31.292,2023-04-12T15:12:31.292,2023-04-12T15:07:31.292,49,medium
712,Loan Officer-000004,Loan Officer,Design loan offer,2023-04-12T14:58:42.619,2023-04-12T15:13:14.420,2023-04-12T14:58:42.619,36,medium
713,Appraiser-000001,Appraiser,Appraise property,2023-04-12T15:07:19.000,2023-04-12T15:16:07.768,2023-04-12T15:07:19.000,31,low
